node; dblp_id; gender; phd; phd_rank; job_rank; excel_index; name; gs_id; followup_title; job; year_of_job; followup_department; followup_location
659; Kastner:Ryan; M; UCLA; 17.82; 27.93; 271; Ryan Kastner; lfLiQmcAAAAJ; no_followup; UC San Diego; 2002; no_followup; no_followup
660; Kosaraju:S=_Rao; M; University of Pennsylvania; 15.31; 26.3; 1088; S. Rao Kosaraju; nan; no_followup; Johns Hopkins University; 1970; no_followup; no_followup
661; Vadhan:Salil_P=; M; MIT; 3.52; 6.12; 972; Salil Vadhan; 37frPb8AAAAJ; no_followup; Harvard University; 2001; no_followup; no_followup
662; Amarasinghe:Saman_P=; M; Stanford University; 2.23; 3.52; 1196; Saman Amarasinghe; cF6i_goAAAAJ; no_followup; MIT; 1997; no_followup; no_followup
663; Chatterjee:Samir; M; University of Central Florida; 81.51; 150.95; 325; Samir Chatterjee; mOkmiEIAAAAJ; no_followup; Claremont Graduate University; 1994; no_followup; no_followup
664; Buss:Samuel_R=; M; Princeton University; 9.32; 27.93; 277; Samuel Buss; HlXPvCoAAAAJ; no_followup; UC San Diego; 1988; no_followup; no_followup
665; Harabagiu:Sanda_M=; F; University of Southern California; 26.17; 125.87; 563; Sanda Maria Harabagiu; fkyBx9EAAAAJ; no_followup; University of Texas, Dallas; 1998; no_followup; no_followup
666; Gupta:Sandeep_K=_S=; M; Ohio State University; 42.17; 108.72; 13; Sandeep K. S. Gupta; U9bcQkMAAAAJ; no_followup; Arizona State University; 1996; no_followup; no_followup
667; Sen:Sandip; M; University of Michigan; 29.37; 164.68; 1678; Sandip Sen; UCTa4eAAAAAJ; no_followup; University of Tulsa; 1993; no_followup; no_followup
668; Hedetniemi:Sandra_Mitchell; F; University of Virginia; 38.11; 151.45; 373; Sandra M. Hedetniemi; nan; no_followup; Clemson University; 1975; no_followup; no_followup
669; Son:Sang_Hyuk; M; University of Maryland, College Park; 28.65; 38.11; 658; Sang Son; tGKXGT0AAAAJ; no_followup; University of Virginia; 1986; no_followup; no_followup
670; Rajasekaran:Sanguthevar; M; Harvard University; 6.12; 108.32; 549; Sanguthevar Rajasekaran; fKoTRs8AAAAJ; no_followup; University of Connecticut; 1988; no_followup; no_followup
671; Cho:Sangyeun; M; University of Minnesota, Minneapolis; 38.94; 46.81; 1908; Sangyeun Cho; Jqr1GyoAAAAJ; no_followup; University of Pittsburgh; 2004; no_followup; no_followup
672; Rajopadhye:Sanjay_V=; M; University of Utah; 59.1; 124.6; 459; Sanjay Rajopadhye; fYOdJ-oAAAAJ; no_followup; Colorado State University; 1986; no_followup; no_followup
673; Douglas:Sarah_A=; F; Stanford University; 2.23; 54.86; 1505; Sarah Ann Douglas; ecPAWS8AAAAJ; no_followup; University of Oregon; 1983; no_followup; no_followup
674; Sahni:Sartaj; M; Cornell University; 8.29; 94.94; 1007; Sartaj K. Sahni; nan; no_followup; University of Florida; 1973; no_followup; no_followup
675; Singh:Satinder_P=; M; University of Massachusetts, Amherst; 26.95; 29.37; 1385; Satinder Baveja; nan; no_followup; University of Michigan; 1996; no_followup; no_followup
676; Tripathi:Satish_K=; M; University of Toronto; 24.79; 82.16; 2258; Satish Tripathi; nan; no_followup; State University of New York, Buffalo; 1979; no_followup; no_followup
677; Smolka:Scott_A=; M; Brown University; 21.92; 36.01; 2291; Scott Smolka; 4q-QenMAAAAJ; no_followup; State University of New York, Stony Brook; 1982; no_followup; no_followup
678; Woodfield:Scott_N=; M; Purdue University; 38.27; 166.53; 111; Scott N. Woodfield; nan; no_followup; Brigham Young University; 1980; no_followup; no_followup
679; Tilley:Scott_R=; M; University of Victoria; 137.87; 180.75; 778; Scott Tilley; 0Kw6HY0AAAAJ; no_followup; Florida Institute of Technology; 1998; no_followup; no_followup
680; Leutenegger:Scott_T=; M; University of Wisconsin, Madison; 14.12; 133.81; 977; Scott Leutenegger; UDOTNC0AAAAJ; no_followup; University of Denver; 1994; no_followup; no_followup
681; Warnick:Sean_C=; M; MIT; 3.52; 166.53; 110; Sean C. Warnick; k7WBrxoAAAAJ; no_followup; Brigham Young University; 2003; no_followup; no_followup
682; Navathe:Shamkant_B=; M; University of Michigan; 29.37; 39.69; 873; Shamkant Navathe; _Z12v2IAAAAJ; no_followup; Georgia Tech; 1975; no_followup; no_followup
683; Teng:Shang=Hua; M; Carnegie Mellon University; 9.28; 26.17; 2369; Shang-Hua Teng; nan; no_followup; University of Southern California; 1994; no_followup; no_followup
684; Seth:Sharad_C=; M; University of Illinois, Urbana Champaign; 13.43; 130.66; 2025; Sharad C. Seth; nan; no_followup; University of Nebraska, Lincoln; 1970; no_followup; no_followup
685; Shekhar:Shashi; M; UC Berkeley; 2.31; 38.94; 1314; Shashi Shekhar; p26NfLgAAAAJ; no_followup; University of Minnesota, Minneapolis; 1989; no_followup; no_followup
686; Chang:Shih=Fu; M; UC Berkeley; 2.31; 22.53; 481; Shih-Fu Chang; OMVTRscAAAAJ; no_followup; Columbia University; 1993; no_followup; no_followup
687; Zilberstein:Shlomo; M; UC Berkeley; 2.31; 26.95; 362; Shlomo Zilberstein; q_n7d6EAAAAJ; no_followup; University of Massachusetts, Amherst; 1993; no_followup; no_followup
688; Nayar:Shree_K=; M; Carnegie Mellon University; 9.28; 22.53; 490; Shree Nayar; 3pZs3j0AAAAJ; no_followup; Columbia University; 1991; no_followup; no_followup
689; Krishnamurthi:Shriram; M; Rice University; 16.44; 21.92; 142; Shriram Krishnamurthi; Cxwj5hEAAAAJ; no_followup; Brown University; 2000; no_followup; no_followup
690; Wu:Shyhtsun_Felix; M; Columbia University; 22.53; 61.39; 172; S. Felix Wu; vth4SIcAAAAJ; no_followup; UC Davis; 1995; no_followup; no_followup
691; Zheng:Si=Qing; M; UC Santa Barbara; 56.76; 125.87; 580; Si Qing Zheng; nan; no_followup; University of Texas, Dallas; 1987; no_followup; no_followup
692; Adali:Sibel; M; University of Maryland, College Park; 28.65; 79.68; 2055; Sibel Adali; Jk3gxBEAAAAJ; no_followup; Rensselaer Polytechnic Institute; 1996; no_followup; no_followup
693; Micali:Silvio; M; UC Berkeley; 2.31; 3.52; 1212; Silvio Micali; nan; no_followup; MIT; 1983; no_followup; no_followup
694; Ntafos:Simeon_C=; M; Northwestern University; 44.47; 125.87; 572; Simeon C. Ntafos; nan; no_followup; University of Texas, Dallas; 1979; no_followup; no_followup
695; Lam:Simon_S=; M; UCLA; 17.82; 19.44; 531; Simon S. Lam; 0XV1sFsAAAAJ; no_followup; University of Texas, Austin; 1977; no_followup; no_followup
696; Raskhodnikova:Sofya; F; MIT; 3.52; 41.22; 1889; Sofya Raskhodnikova; VdBfGdoAAAAJ; Associate Professor; Pennsylvania State University; 2007; Computer Science and Engineering; Pennsylvania State University
697; Jha:Somesh; M; Carnegie Mellon University; 9.28; 14.12; 693; Somesh Jha; BaI7l8QAAAAJ; no_followup; University of Wisconsin, Madison; 2000; no_followup; no_followup
698; Vuong:Son_T=; M; University of Waterloo; 67.81; 51.75; 855; Son Vuong; nan; no_followup; University of British Columbia; 1983; no_followup; no_followup
699; Mancoridis:Spiros; M; University of Toronto; 24.79; 127.37; 712; Spiros Mancoridis; bKGwUrQAAAAJ; no_followup; Drexel University; 1996; no_followup; no_followup
700; Mahadevan:Sridhar; M; Rutgers University; 40.46; 26.95; 353; Sridhar Mahadevan; xTj2eQwAAAAJ; no_followup; University of Massachusetts, Amherst; 1990; no_followup; no_followup
701; Nelakuditi:Srihari; M; University of Minnesota, Minneapolis; 38.94; 113.75; 2092; Srihari Nelakuditi; wEaHHWIAAAAJ; no_followup; University of South Carolina; 2002; no_followup; no_followup
702; Devadas:Srinivas; M; UC Berkeley; 2.31; 3.52; 1201; Srini Devadas; -yrzguMAAAAJ; no_followup; MIT; 1988; no_followup; no_followup
703; Seshan:Srinivasan; M; UC Berkeley; 2.31; 9.28; 208; Srinivasan Seshan; 0irVeiQAAAAJ; no_followup; Carnegie Mellon University; 2000; no_followup; no_followup
704; Pemmaraju:Sriram_V=; M; Virginia Tech; 112.4; 87.49; 1139; Sriram V. Pemmaraju; nan; no_followup; University of Iowa; 1992; no_followup; no_followup
705; Sclaroff:Stan; M; MIT; 3.52; 51.73; 61; Stan Sclaroff; nXBQn7gAAAAJ; no_followup; Boston University; 1995; no_followup; no_followup
706; Soatto:Stefano; M; California Institute of Technology; 5.24; 17.82; 89; Stefano Soatto; lH1PdF8AAAAJ; no_followup; UCLA; 1997; no_followup; no_followup
707; Olariu:Stephan; M; McGill University; 69.84; 142.05; 1810; Stephan Olariu; TfbH_mEAAAAJ; no_followup; Old Dominion University; 1986; no_followup; no_followup
708; Scott:Stephen_D=; M; Washington University, St. Louis; 46.4; 130.66; 2024; Stephen D. Scott; nan; no_followup; University of Nebraska, Lincoln; 1999; no_followup; no_followup
709; Fickas:Stephen; M; UC Irvine; 37.36; 54.86; 1507; Stephen F. Fickas; nan; no_followup; University of Oregon; 1982; no_followup; no_followup
710; Kobourov:Stephen_G=; M; Johns Hopkins University; 26.3; 40.57; 783; Stephen Kobourov; P21gHIkAAAAJ; no_followup; University of Arizona; 2000; no_followup; no_followup
711; Clyde:Stephen_W=; M; Brigham Young University; 166.53; 173.75; 2202; Stephen W. Clyde; nan; no_followup; Utah State University; 1993; no_followup; no_followup
712; Carr:Steve; M; Rice University; 16.44; 156.45; 1361; Steven M. Carr; nan; no_followup; Michigan Technological University; 1993; no_followup; no_followup
713; Zdancewic:Steve; M; Cornell University; 8.29; 15.31; 479; Steve Zdancewic; 19kNRU0AAAAJ; no_followup; University of Pennsylvania; 2002; no_followup; no_followup
714; Gribble:Steven_D=; M; UC Berkeley; 2.31; 11.06; 2300; Steve Gribble; 7CohtIMAAAAJ; no_followup; University of Washington; 2000; no_followup; no_followup
715; Gortler:Steven_J=; M; Princeton University; 9.32; 6.12; 963; Steven Gortler; 66qppJsAAAAJ; no_followup; Harvard University; 1996; no_followup; no_followup
716; Zeil:Steven_J=; M; Ohio State University; 42.17; 142.05; 1812; Steven J. Zeil; nan; no_followup; Old Dominion University; 1981; no_followup; no_followup
717; Nowick:Steven_M=; M; Stanford University; 2.23; 22.53; 491; Steven Nowick; gaXiAekAAAAJ; no_followup; Columbia University; 1993; no_followup; no_followup
718; Seitz:Steven_M=; M; University of Wisconsin, Madison; 14.12; 11.06; 2308; Steven Seitz; -6cOYcYAAAAJ; no_followup; University of Washington; 1997; no_followup; no_followup
719; Shen:Stewart_N=_T=; M; Northwestern University; 44.47; 142.05; 1814; Stewart N. T. Shen; nan; no_followup; Old Dominion University; 1981; no_followup; no_followup
720; Zweben:Stuart_H=; M; Purdue University; 38.27; 42.17; 1769; Stuart Zweben; nan; no_followup; Ohio State University; 1974; no_followup; no_followup
721; Russell:Stuart_J=; M; Stanford University; 2.23; 2.31; 133; Stuart Russell; 2oy3OXYAAAAJ; no_followup; UC Berkeley; 1986; no_followup; no_followup
722; Chen:Su=Shing; M; University of Maryland, College Park; 28.65; 94.94; 1009; Su-Shing Chen; nan; no_followup; University of Florida; 1970; no_followup; no_followup
723; Kambhampati:Subbarao; M; University of Maryland, College Park; 28.65; 108.72; 15; Subbarao Kambhampati; yl3L07sAAAAJ; no_followup; Arizona State University; 1991; no_followup; no_followup
724; Bhandarkar:Suchendra_M=; M; Syracuse University; 56.74; 145.66; 1039; Suchendra M. Bhandarkar; WjrtwJgAAAAJ; no_followup; University of Georgia; 1989; no_followup; no_followup
725; Sarkar:Sudeep; M; Ohio State University; 42.17; 111.94; 2126; Sudeep Sarkar; xX2D9FQAAAAJ; no_followup; University of South Florida; 1993; no_followup; no_followup
726; Whitesides:Sue; F; University of Wisconsin, Madison; 14.12; 137.87; 1730; Sue Whitesides; JG9EZ3YAAAAJ; no_followup; University of Victoria; 1975; no_followup; no_followup
727; Shenoi:Sujeet; M; Kansas State University; 109.31; 164.68; 1679; Sujeet Shenoi; nan; no_followup; University of Tulsa; 1989; no_followup; no_followup
728; Prabhakar:Sunil; M; UC Santa Barbara; 56.76; 38.27; 2005; Sunil Prabhakar; hQazr50AAAAJ; no_followup; Purdue University; 1998; no_followup; no_followup
729; Singh:Suresh; M; University of Massachusetts, Amherst; 26.95; 113.61; 1951; Suresh Singh; -L50fhsAAAAJ; no_followup; Portland State University; 1990; no_followup; no_followup
730; Venkatasubramanian:Suresh; M; Stanford University; 2.23; 59.1; 1706; Suresh Venkatasubramanian; Z03FLwkAAAAJ; Associate Professor; University of Utah; 2007; Computer Science; University of Utah
731; Davidson:Susan_B=; F; Princeton University; 9.32; 15.31; 468; Susan Davidson; LW4lnZYAAAAJ; no_followup; University of Pennsylvania; 1983; no_followup; no_followup
732; Gauch:Susan; F; University of North Carolina, Chapel Hill; 29.55; 178.7; 811; Susan Gauch; WWUqQQMAAAAJ; no_followup; University of Arkansas, Fayetteville; 1993; no_followup; no_followup
733; Rodger:Susan_H=; F; Purdue University; 38.27; 30.5; 731; Susan Rodger; YzvXRfAAAAAJ; no_followup; Duke University; 1989; no_followup; no_followup
734; Graham:Susan_L=; F; Stanford University; 2.23; 2.31; 134; Susan Graham; nan; no_followup; UC Berkeley; 1976; no_followup; no_followup
735; Vrbsky:Susan_V=; F; University of Illinois, Urbana Champaign; 13.43; 186.81; 745; Susan V. Vrbsky; nan; no_followup; University of Alabama, Tuscaloosa; 1992; no_followup; no_followup
736; Louis:Sushil_J=; M; Indiana University; 116.75; 182.47; 1458; Sushil J. Louis; nan; no_followup; University of Nevada, Reno; 1994; no_followup; no_followup
737; Prasad:Sushil_K=; M; University of Central Florida; 81.51; 169.71; 940; Sushil Prasad; WdZpkD0AAAAJ; no_followup; Georgia State University; 1990; no_followup; no_followup
738; Fortier:Suzanne; F; McGill University; 69.84; 101.86; 2037; Suzanne Fortier; nan; no_followup; Queens University; 1982; no_followup; no_followup
739; Stevenson:Suzanne; F; University of Maryland, College Park; 28.65; 24.79; 2179; Suzanne Stevenson; nan; no_followup; University of Toronto; 1995; no_followup; no_followup
740; Dickinson:Sven_J=; M; University of Maryland, College Park; 28.65; 24.79; 2155; Sven J. Dickinson; nan; no_followup; University of Toronto; 1995; no_followup; no_followup
741; Koenig:Sven; M; Carnegie Mellon University; 9.28; 26.17; 2361; Sven Koenig; tpoh43QAAAAJ; no_followup; University of Southern California; 1998; no_followup; no_followup
742; Znati:Taieb; M; Michigan State University; 66.24; 46.81; 1920; Taieb Znati; nan; no_followup; University of Pittsburgh; 1988; no_followup; no_followup
743; Malkin:Tal; F; MIT; 3.52; 22.53; 487; Tal Malkin; c0yPSEYAAAAJ; no_followup; Columbia University; 2003; no_followup; no_followup
744; Munzner:Tamara; F; Stanford University; 2.23; 51.75; 847; Tamara Munzner; c2Att08AAAAJ; no_followup; University of British Columbia; 2002; no_followup; no_followup
745; Herman:Ted; M; University of Texas, Austin; 19.44; 87.49; 1134; Ted Herman; 89vejUwAAAAJ; no_followup; University of Iowa; 1994; no_followup; no_followup
746; Gonzalez:Teofilo_F=; M; University of Minnesota, Minneapolis; 38.94; 56.76; 289; Teofilo Gonzalez; bCTAqq4AAAAJ; no_followup; UC Santa Barbara; 1975; no_followup; no_followup
747; Lane:Terran; M; Purdue University; 38.27; 81.65; 1558; Terran Lane; 1hfdDW4AAAAJ; no_followup; University of New Mexico; 2002; no_followup; no_followup
748; Boult:Terrance_E=; M; Columbia University; 22.53; 169.16; 919; Terrance E. Boult; fF1B7mAAAAAJ; no_followup; University of Colorado, Colorado Springs; 1986; no_followup; no_followup
749; Weymouth:Terry_E=; M; University of Massachusetts, Amherst; 26.95; 29.37; 1413; Terry Weymouth; nan; no_followup; University of Michigan; 1985; no_followup; no_followup
750; Winograd:Terry; M; MIT; 3.52; 2.23; 2486; Terry Winograd; nan; no_followup; Stanford University; 1970; no_followup; no_followup
751; Bultan:Tevfik; M; University of Maryland, College Park; 28.65; 56.76; 286; Tevfik Bultan; eq4egiwAAAAJ; no_followup; UC Santa Barbara; 1998; no_followup; no_followup
752; Baker:Theodore_P=; M; Cornell University; 8.29; 74.98; 816; Theodore P. Baker; _4i-G3YAAAAJ; no_followup; Florida State University; 1973; no_followup; no_followup
753; Biedl:Therese_C=; F; Rutgers University; 40.46; 67.81; 2375; Therese Biedl; gjNeD8cAAAAJ; no_followup; University of Waterloo; 1999; no_followup; no_followup
754; Funkhouser:Thomas_A=; M; UC Berkeley; 2.31; 9.32; 1975; Thomas Funkhouser; BghVDhgAAAAJ; no_followup; Princeton University; 1998; no_followup; no_followup
755; Henderson:Thomas_C=; M; University of Texas, Austin; 19.44; 59.1; 1696; Thomas C. Henderson; khCvByoAAAAJ; no_followup; University of Utah; 1982; no_followup; no_followup
756; Dietterich:Thomas_G=; M; Stanford University; 2.23; 127.72; 1839; Thomas Glen Dietterich; 09kJn28AAAAJ; no_followup; Oregon State University; 1985; no_followup; no_followup
757; Cormen:Thomas_H=; M; MIT; 3.52; 37.9; 636; Thomas H. Cormen; V5FJ6pIAAAAJ; no_followup; Dartmouth College; 1992; no_followup; no_followup
758; Dean:Thomas_R=; M; Queens University; 101.86; 101.86; 2036; Thomas Dean; nan; Associate Professor; Queens University; 2001; Electrical and Computer Engineering; Queens University
759; Hewett:Thomas_T=; M; University of Illinois, Urbana Champaign; 13.43; 127.37; 717; Thomas T. Hewett; nan; no_followup; Drexel University; 1973; no_followup; no_followup
760; Doeppner_Jr=:Thomas_W=; M; Princeton University; 9.32; 21.92; 138; Thomas Doeppner; nan; no_followup; Brown University; 1979; no_followup; no_followup
761; Reps:Thomas_W=; M; Cornell University; 8.29; 14.12; 696; Thomas Reps; pwhyTq0AAAAJ; no_followup; University of Wisconsin, Madison; 1985; no_followup; no_followup
762; Nguyen:Thu_D=; M; University of Washington; 11.06; 40.46; 2195; Thu D. Nguyen; sm9xJEkAAAAJ; no_followup; Rutgers University; 1999; no_followup; no_followup
763; Teitelbaum:Tim; M; Carnegie Mellon University; 9.28; 8.29; 596; Tim Teitelbaum; nan; no_followup; Cornell University; 1973; no_followup; no_followup
764; Finin:Timothy_W=; M; University of Illinois, Urbana Champaign; 13.43; 134.13; 1959; Tim Finin; p5oWQ0AAAAAJ; no_followup; University of Maryland, Baltimore County; 1980; no_followup; no_followup
765; Teorey:Toby_J=; M; University of Wisconsin, Madison; 14.12; 29.37; 1412; Toby Teorey; nan; no_followup; University of Michigan; 1972; no_followup; no_followup
766; Mowry:Todd_C=; M; Stanford University; 2.23; 9.28; 201; Todd Mowry; MYsIXF4AAAAJ; no_followup; Carnegie Mellon University; 1993; no_followup; no_followup
767; Wareham:Todd; M; University of Victoria; 137.87; 173.29; 1329; Todd Wareham; nan; no_followup; Memorial University of Newfoundland; 1999; no_followup; no_followup
768; Bylander:Tom; M; Ohio State University; 42.17; 133.22; 616; Tom Bylander; yoT-kHsAAAAJ; no_followup; University of Texas, San Antonio; 1986; no_followup; no_followup
769; Mitchell:Tom_M=; M; Stanford University; 2.23; 9.28; 198; Todd Mowry; MnfzuPYAAAAJ; no_followup; Carnegie Mellon University; 1978; no_followup; no_followup
770; Pitassi:Toniann; F; University of Toronto; 24.79; 24.79; 2176; Toniann Pitassi; nan; no_followup; University of Toronto; 1994; no_followup; no_followup
771; Mudge:Trevor_N=; M; University of Illinois, Urbana Champaign; 13.43; 29.37; 1397; Trevor Mudge; d1KEK84AAAAJ; no_followup; University of Michigan; 1977; no_followup; no_followup
772; Balch:Tucker_R=; M; Georgia Tech; 39.69; 39.69; 862; Tucker Balch; jM1cT4QAAAAJ; no_followup; Georgia Tech; 2001; no_followup; no_followup
773; Subrahmanian:V=_S=; M; Syracuse University; 56.74; 28.65; 1253; Venkatramana (VS) Subrahmanian; PLt9wB8AAAAJ; no_followup; University of Maryland, College Park; 1989; no_followup; no_followup
774; Berzins:Valdis; M; MIT; 3.52; 142.23; 1490; Valdis Berzins; nan; no_followup; Naval Postgraduate School; 1980; no_followup; no_followup
775; Taylor:Valerie_E=; F; UC Berkeley; 2.31; 63.14; 2587; Valerie E. Taylor; UUWrt60AAAAJ; no_followup; Texas A&M; 1991; no_followup; no_followup
776; King:Valerie; M; UC Berkeley; 2.31; 137.87; 1724; Valerie King; 2-iEYMUAAAAJ; no_followup; University of Victoria; 1992; no_followup; no_followup
777; Chv=aacute=tal:Vasek; M; University of Waterloo; 67.81; 138.05; 514; Vaclav Chvatal; nan; no_followup; Concordia University, Montreal; 1974; no_followup; no_followup
778; Rus:Vasile; M; Southern Methodist University; 80.22; 137.66; 1264; Vasile Rus; k8jqnc8AAAAJ; no_followup; University of Memphis; 2003; no_followup; no_followup
779; Tzerpos:Vassilios; M; University of Toronto; 24.79; 145.24; 2559; Vassilios Tzerpos; nan; no_followup; York University; 2001; no_followup; no_followup
780; Tsotras:Vassilis_J=; M; Columbia University; 22.53; 71.14; 241; Vassilis J. Tsotras; fUTN90MAAAAJ; no_followup; UC Riverside; 1990; no_followup; no_followup
781; Hadzilacos:Vassos; M; Harvard University; 6.12; 24.79; 2161; Vassos Hadzilacos; nan; no_followup; University of Toronto; 1984; no_followup; no_followup
782; Guruswami:Venkatesan; M; MIT; 3.52; 9.28; 185; Venkatesan Guruswami; Es6jE1kAAAAJ; no_followup; Carnegie Mellon University; 2002; no_followup; no_followup
783; Wolfe:Victor_Fay; M; University of Pennsylvania; 15.31; 126.0; 1552; Victor Fay-Wolfe; nan; no_followup; University of Rhode Island; 1991; no_followup; no_followup
784; Winter:Victor_L=; M; University of New Mexico; 81.65; 179.97; 1424; Victor Winter; 2uaYe_oAAAAJ; no_followup; University of Nebraska, Omaha; 2001; no_followup; no_followup
785; Basili:Victor_R=; M; University of Texas, Austin; 19.44; 28.65; 1257; Vic Basili; B3C4aY8AAAAJ; no_followup; University of Maryland, College Park; 1970; no_followup; no_followup
786; Hilford:Victoria; F; University of Houston; 64.97; 64.97; 1896; Victoria Hilford; nan; Assistant Professor; University of Houston; 2001; Computer Science; University of Houston
787; Interrante:Victoria; F; University of North Carolina, Chapel Hill; 29.55; 38.94; 1302; Victoria Interrante; vQQOZVgAAAAJ; no_followup; University of Minnesota, Minneapolis; 1998; no_followup; no_followup
788; Ramachandran:Vijaya; F; Princeton University; 9.32; 19.44; 536; Vijaya Ramachandran; grYHYo0AAAAJ; no_followup; University of Texas, Austin; 1983; no_followup; no_followup
789; Freeh:Vincent_W=; M; University of Arizona; 40.57; 81.9; 1585; Vincent W. Freeh; tqH2I-4AAAAJ; no_followup; North Carolina State University; 1996; no_followup; no_followup
790; Syrotiuk:Violet_R=; F; University of Waterloo; 67.81; 108.72; 21; Violet R. Syrotiuk; nan; no_followup; Arizona State University; 1999; no_followup; no_followup
791; Kumar:Vipin; M; University of Maryland, College Park; 28.65; 38.94; 1309; Vipin Kumar; p743ChgAAAAJ; no_followup; University of Minnesota, Minneapolis; 1983; no_followup; no_followup
792; Wallentine:Virgil; M; Iowa State University; 92.45; 109.31; 1111; Virgil Wallentine; nan; no_followup; Kansas State University; 1972; no_followup; no_followup
793; Lo:Virginia_Mary; F; University of Illinois, Urbana Champaign; 13.43; 54.86; 1510; Virginia M. Lo; nan; no_followup; University of Oregon; 1985; no_followup; no_followup
794; Sarin:Vivek; M; University of Illinois, Urbana Champaign; 13.43; 63.14; 2580; Vivek Sarin; 4vLOo4wAAAAJ; no_followup; Texas A&M; 1999; no_followup; no_followup
795; Pavlovic:Vladimir; M; University of Illinois, Urbana Champaign; 13.43; 40.46; 2196; Vladimir Pavlovic; nan; no_followup; Rutgers University; 2002; no_followup; no_followup
796; Seales:W=_Brent; M; University of Wisconsin, Madison; 14.12; 123.11; 1167; William (Brent) B. Seales; nan; no_followup; University of Kentucky; 1991; no_followup; no_followup
797; Adrion:W=_Richards; M; University of Texas, Austin; 19.44; 26.95; 344; Richards Adrion; nan; no_followup; University of Massachusetts, Amherst; 1971; no_followup; no_followup
798; Najjar:Walid_A=; M; University of Southern California; 26.17; 71.14; 245; Walid A. Najjar; H0Y2wgUAAAAJ; no_followup; UC Riverside; 1989; no_followup; no_followup
799; Potter:Walter_D=; M; University of South Carolina; 113.75; 145.66; 1046; Walter D. Potter; GDkG3T4AAAAJ; no_followup; University of Georgia; 1987; no_followup; no_followup
800; Shang:Weijia; F; Purdue University; 38.27; 153.65; 2317; Weijia Shang; nan; no_followup; Santa Clara University; 1990; no_followup; no_followup
801; Myrvold:Wendy_J=; F; University of Waterloo; 67.81; 137.87; 1726; Wendy Myrvold; XizA3H4AAAAJ; no_followup; University of Victoria; 1988; no_followup; no_followup
802; Lee:Wenke; M; Columbia University; 22.53; 39.69; 870; Wenke Lee; nfkH5V4AAAAJ; no_followup; Georgia Tech; 1999; no_followup; no_followup
803; Marrero:Wilfredo_R=; M; Carnegie Mellon University; 9.28; 174.47; 669; Wilfredo Marrero; nan; no_followup; DePaul University; 1999; no_followup; no_followup
804; Thompson:William_B=; M; University of Southern California; 26.17; 59.1; 1705; William B. Thompson; fnR6QsgAAAAJ; no_followup; University of Utah; 1975; no_followup; no_followup
805; Griswold:William_G=; M; University of Washington; 11.06; 27.93; 269; William Griswold; yx0wJlIAAAAJ; no_followup; UC San Diego; 1991; no_followup; no_followup
806; Gasarch:William_I=; M; Harvard University; 6.12; 28.65; 1236; Bill Gasarch; nan; no_followup; University of Maryland, College Park; 1985; no_followup; no_followup
807; Evans:William_S=; M; UC Berkeley; 2.31; 51.75; 831; William Evans; JU1Z-DcAAAAJ; no_followup; University of British Columbia; 1996; no_followup; no_followup
808; Martin:Worthy_N=; M; University of Texas, Austin; 19.44; 38.11; 659; Worthy Martin; nan; no_followup; University of Virginia; 1982; no_followup; no_followup
809; Feng:Wu=chang; M; University of Michigan; 29.37; 113.61; 1943; Wu-chang Feng; nan; no_followup; Portland State University; 2001; no_followup; no_followup
810; Shen:Xiaojun; M; University of Illinois, Urbana Champaign; 13.43; 138.72; 1381; Xiaojun Shen; nan; no_followup; University of Missouri, Kansas City; 1989; no_followup; no_followup
811; Papakonstantinou:Yannis; M; Stanford University; 2.23; 27.93; 274; Yannis Papakonstantinou; 81cvn3sAAAAJ; no_followup; UC San Diego; 1997; no_followup; no_followup
812; Malaiya:Yashwant_K=; M; Utah State University; 173.75; 124.6; 455; Yashwant K. Malaiya; y2fSlecAAAAJ; no_followup; Colorado State University; 1978; no_followup; no_followup
813; Yesha:Yelena; F; Ohio State University; 42.17; 134.13; 1965; Yelena Yesha; nan; no_followup; University of Maryland, Baltimore County; 1989; no_followup; no_followup
814; Dodis:Yevgeniy; M; MIT; 3.52; 18.23; 1476; Yevgeniy Dodis; 3yPEc4YAAAAJ; no_followup; New York University; 2001; no_followup; no_followup
815; Aloimonos:Yiannis; M; University of Rochester; 25.64; 28.65; 1230; Yiannis Aloimonos; nan; no_followup; University of Maryland, College Park; 1987; no_followup; no_followup
816; Ng:Yiu=Kai; M; Kansas State University; 109.31; 166.53; 103; Yiu-Kai Dennis Ng; nan; no_followup; Brigham Young University; 1991; no_followup; no_followup
817; Shoham:Yoav; M; Yale University; 9.98; 2.23; 2484; Yoav Shoham; nan; no_followup; Stanford University; 1988; no_followup; no_followup
818; Cheon:Yoonsik; M; Iowa State University; 92.45; 142.2; 597; Yoonsik Cheon; nan; no_followup; University of Texas, El Paso; 2003; no_followup; no_followup
819; Lesp=eacute=rance:Yves; M; University of Toronto; 24.79; 145.24; 2554; Yves Lesperance; -uwhgcQAAAAJ; no_followup; York University; 1997; no_followup; no_followup
820; Wartell:Zachary; M; Georgia Tech; 39.69; 152.67; 444; Zachary Wartell; nan; no_followup; University of North Carolina, Charlotte; 2005; no_followup; no_followup
821; Ariola:Zena_M=; F; Harvard University; 6.12; 54.86; 1501; Zena M. Ariola; LmLKjyYAAAAJ; no_followup; University of Oregon; 1992; no_followup; no_followup
